cd"TOA5","RF407_CR1000","CR1000","69096","CR1000.Std.27.04","CPU:SkiSF_Met_Apr2024.CR1","46595","SkiSF_Met"
"TIMESTAMP","RECORD","AirTF_Max","AirTF_Min","AirTF_Avg","WC_F_Avg","WS_mph_Max","WS_mph_Min","WS_mph_Avg","WindDir","RH","DP_F_Avg","BP_inHg_Avg","BattV","PanelTemp_F"
"TS","RN","°F","°F","°F","°F","miles/hour","miles/hour","miles/hour","Degrees","%","°F","inHg","Volts","°F"
"","","Max","Min","Avg","Avg","Max","Min","Avg","Smp","Smp","Avg","Avg","Smp","Smp"
"2024-04-09 13:30:00",286,24.81,22.91,23.6,19.43,8.76,1.751,4.042,323.3,75.84,16.11,29.99,13.8,1.202
"2024-04-09 13:45:00",287,24.26,23.59,23.93,20.06,6.576,0.931,3.809,309.8,76.83,17.09,30,13.81,0.777
"2024-04-09 14:00:00",288,26.59,22.92,24.15,20.1,6.595,0.931,3.959,252.6,68.15,17.51,30,13.81,0.479
"2024-04-09 14:15:00",289,27.68,25.84,26.64,21.52,8.09,1.509,4.724,324.4,64.97,16.26,29.99,13.72,3.228
"2024-04-09 14:30:00",290,26.2,24.79,25.54,20.5,9.54,0.484,4.624,318.8,64.6,15.36,30,13.71,4.493
"2024-04-09 14:45:00",291,24.85,24.55,24.69,18.58,9.48,2.217,5.458,287.8,65.61,14.68,30,13.74,3.807
"2024-04-09 15:00:00",292,24.85,23.88,24.33,18.27,9.45,1.807,5.387,285.4,66.43,14.59,30,13.76,2.887
"2024-04-09 15:15:00",293,24.12,22.53,22.98,14.33,14.05,3.428,7.757,316.5,68.75,15.79,29.99,13.79,1.841
"2024-04-09 15:30:00",294,23.53,22.91,23.17,14.3,14.2,5.086,7.943,327.2,68.28,15.14,29.99,13.8,0.863
"2024-04-09 15:45:00",295,24.39,23.53,23.9,17.04,10.02,2.701,5.759,253.3,69.17,15.15,29.99,13.8,0.608
"2024-04-09 16:00:00",296,8.78,9.28,9.38,-4.04,21.69,19.98,17.30,235.89,86.58,7.64,29.93,14.92,-13.22
"2024-04-09 16:15:00",297,8.89,9.57,9.16,-0.41,21.00,18.83,19.16,262.16,86.20,5.47,29.06,13.41,-7.35
